system:index,DSM,cell_id,.geo
00000000000000000180,10.79153472331086,378.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24495074926276,-22.876376396086872],[-43.24489266780814,-22.880889831829784],[-43.24001690709077,-22.880835881231587],[-43.240075067994454,-22.876322540749904],[-43.24495074926276,-22.876376396086872]]]}"
00000000000000000181,5.826554761112606,387.0,"{""type"":""Polygon"",""coordinates"":[[[-43.240075067994454,-22.876322540749904],[-43.24001690709077,-22.880835881231587],[-43.23514591377786,-22.880781914864627],[-43.23520422795387,-22.876268499492582],[-43.240075067994454,-22.876322540749904]]]}"
00000000000000000182,10.783931048769313,326.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23520422795387,-22.876268499492582],[-43.23514591377786,-22.880781914864627],[-43.23027496477786,-22.88072777708809],[-43.230333432253865,-22.876214432494468],[-43.23520422795387,-22.876268499492582]]]}"
00000000000000000183,8.127627919823727,304.0,"{""type"":""Polygon"",""coordinates"":[[[-43.254634725879974,-22.880997029455163],[-43.25457702456606,-22.885510456565843],[-43.24970582044841,-22.88545690938729],[-43.24976367495182,-22.880943479978487],[-43.254634725879974,-22.880997029455163]]]}"
00000000000000000184,7.978650345260515,315.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24976367495182,-22.880943479978487],[-43.24970582044841,-22.88545690938729],[-43.24483466008752,-22.885403190676286],[-43.24489266780814,-22.880889831829784],[-43.24976367495182,-22.880943479978487]]]}"
00000000000000000185,5.317748863458219,321.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24489266780814,-22.880889831829784],[-43.24483466008752,-22.885403190676286],[-43.23995867231133,-22.885349267344477],[-43.24001690709077,-22.880835881231587],[-43.24489266780814,-22.880889831829784]]]}"
00000000000000000186,5.369131392772171,323.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24001690709077,-22.880835881231587],[-43.23995867231133,-22.885349267344477],[-43.2350875257186,-22.88529530307164],[-43.23514591377786,-22.880781914864627],[-43.24001690709077,-22.880835881231587]]]}"
00000000000000000187,8.742769976334106,325.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23514591377786,-22.880781914864627],[-43.2350875257186,-22.88529530307164],[-43.23021642341113,-22.88524109451658],[-43.23027496477786,-22.88072777708809],[-43.23514591377786,-22.880781914864627]]]}"
00000000000000000188,7.452445702790292,314.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24970582044841,-22.88545690938729],[-43.249647892084155,-22.889974751711097],[-43.24477657849857,-22.88992103547348],[-43.24483466008752,-22.885403190676286],[-43.24970582044841,-22.88545690938729]]]}"
00000000000000000189,7.229598641930397,320.0,"{""type"":""Polygon"",""coordinates"":[[[-43.24483466008752,-22.885403190676286],[-43.24477657849857,-22.88992103547348],[-43.23990036365589,-22.889867139662492],[-43.23995867231133,-22.885349267344477],[-43.24483466008752,-22.885403190676286]]]}"
0000000000000000018a,4.279314966139685,322.0,"{""type"":""Polygon"",""coordinates"":[[[-43.23995867231133,-22.885349267344477],[-43.23990036365589,-22.889867139662492],[-43.23502913759147,-22.889813080059735],[-43.2350875257186,-22.88529530307164],[-43.23995867231133,-22.885349267344477]]]}"
0000000000000000018b,6.832619619584757,324.0,"{""type"":""Polygon"",""coordinates"":[[[-43.2350875257186,-22.88529530307164],[-43.23502913759147,-22.889813080059735],[-43.230157808153386,-22.88975897144826],[-43.23021642341113,-22.88524109451658],[-43.2350875257186,-22.88529530307164]]]}"
